subject activity measurement mean
10 6.LAYING 241.tbodygyromagstd -0.927471165517241
10 1.WALKING 241.tbodygyromagstd -0.402025135660377
10 3.WALKING_DOWNSTAIRS 241.tbodygyromagstd -0.280382850552632
10 2.WALKING_UPSTAIRS 241.tbodygyromagstd -0.113062673542979
12 5.STANDING 241.tbodygyromagstd -0.852271618032787
12 4.SITTING 241.tbodygyromagstd -0.946769241568628
12 6.LAYING 241.tbodygyromagstd -0.935725715833333
12 1.WALKING 241.tbodygyromagstd -0.4132083408
12 3.WALKING_DOWNSTAIRS 241.tbodygyromagstd -0.32045862629
12 2.WALKING_UPSTAIRS 241.tbodygyromagstd -0.525686949063461
13 5.STANDING 241.tbodygyromagstd -0.944980198421053
13 4.SITTING 241.tbodygyromagstd -0.963940591428571
13 6.LAYING 241.tbodygyromagstd -0.944687480967742
13 1.WALKING 241.tbodygyromagstd -0.253240071964912
13 3.WALKING_DOWNSTAIRS 241.tbodygyromagstd -0.236762631468085
13 2.WALKING_UPSTAIRS 241.tbodygyromagstd -0.415658606181818
18 5.STANDING 241.tbodygyromagstd -0.959797118082192
18 4.SITTING 241.tbodygyromagstd -0.981372675614035
18 6.LAYING 241.tbodygyromagstd -0.980560877846154
18 1.WALKING 241.tbodygyromagstd -0.60851009125
18 3.WALKING_DOWNSTAIRS 241.tbodygyromagstd -0.507995478327273
18 2.WALKING_UPSTAIRS 241.tbodygyromagstd -0.528058134137931
20 5.STANDING 241.tbodygyromagstd -0.843683410273973
20 4.SITTING 241.tbodygyromagstd -0.941069909848485
20 6.LAYING 241.tbodygyromagstd -0.962153597941176
20 1.WALKING 241.tbodygyromagstd -0.0367853189588235
20 3.WALKING_DOWNSTAIRS 241.tbodygyromagstd -0.0305762438706667
20 2.WALKING_UPSTAIRS 241.tbodygyromagstd -0.253929985803922
24 5.STANDING 241.tbodygyromagstd -0.95310477884058
24 4.SITTING 241.tbodygyromagstd -0.969257162647059
24 6.LAYING 241.tbodygyromagstd -0.957829934722222
24 1.WALKING 241.tbodygyromagstd -0.563863212586207
24 3.WALKING_DOWNSTAIRS 241.tbodygyromagstd -0.3636948774
24 2.WALKING_UPSTAIRS 241.tbodygyromagstd -0.503929060169491
1 5.STANDING 253.tbodygyrojerkmagmean -0.994966790566038
1 4.SITTING 253.tbodygyrojerkmagmean -0.991976341276596
1 6.LAYING 253.tbodygyrojerkmagmean -0.96346103
1 1.WALKING 253.tbodygyrojerkmagmean -0.298703679084211
1 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.295463843346939
1 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.59488286509434
3 5.STANDING 253.tbodygyrojerkmagmean -0.962339339672131
3 4.SITTING 253.tbodygyrojerkmagmean -0.977998051923077
3 6.LAYING 253.tbodygyrojerkmagmean -0.98671362516129
3 1.WALKING 253.tbodygyrojerkmagmean -0.566135217931034
3 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.508567577142857
3 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.658861401355932
5 5.STANDING 253.tbodygyrojerkmagmean -0.958405900892857
5 4.SITTING 253.tbodygyrojerkmagmean -0.973848287045454
5 6.LAYING 253.tbodygyrojerkmagmean -0.9864194225
5 1.WALKING 253.tbodygyrojerkmagmean -0.444532485357143
5 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.39719562106383
5 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.47348816787234
6 5.STANDING 253.tbodygyrojerkmagmean -0.963406222982456
6 4.SITTING 253.tbodygyrojerkmagmean -0.962929227818182
6 6.LAYING 253.tbodygyrojerkmagmean -0.955645738245614
6 1.WALKING 253.tbodygyrojerkmagmean -0.321290483140351
6 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.0829366854166667
6 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.342895367921569
7 5.STANDING 253.tbodygyrojerkmagmean -0.977377083018868
7 4.SITTING 253.tbodygyrojerkmagmean -0.981665122291667
7 6.LAYING 253.tbodygyrojerkmagmean -0.983008829038462
7 1.WALKING 253.tbodygyrojerkmagmean -0.300022779964912
7 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.399229959148936
7 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.661969771960784
8 5.STANDING 253.tbodygyrojerkmagmean -0.987580587777778
8 4.SITTING 253.tbodygyrojerkmagmean -0.991807428043478
8 6.LAYING 253.tbodygyrojerkmagmean -0.978438191296296
8 1.WALKING 253.tbodygyrojerkmagmean -0.339129269583333
8 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.126189142894737
8 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.400664014146342
11 5.STANDING 253.tbodygyrojerkmagmean -0.993428183617021
11 4.SITTING 253.tbodygyrojerkmagmean -0.989519031132076
11 6.LAYING 253.tbodygyrojerkmagmean -0.990641248245614
11 1.WALKING 253.tbodygyrojerkmagmean -0.63073270559322
11 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.599294760652174
11 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.757314813888889
14 5.STANDING 253.tbodygyrojerkmagmean -0.974873328
14 4.SITTING 253.tbodygyrojerkmagmean -0.988317606666667
14 6.LAYING 253.tbodygyrojerkmagmean -0.975621183137255
14 1.WALKING 253.tbodygyrojerkmagmean -0.519895046779661
14 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.275120883488889
14 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.399921949557407
15 5.STANDING 253.tbodygyrojerkmagmean -0.984407077924528
15 4.SITTING 253.tbodygyrojerkmagmean -0.992188893898305
15 6.LAYING 253.tbodygyrojerkmagmean -0.983235025416667
15 1.WALKING 253.tbodygyrojerkmagmean -0.543979500555556
15 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.509466648095238
15 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.663637117708333
16 5.STANDING 253.tbodygyrojerkmagmean -0.992848576025641
16 4.SITTING 253.tbodygyrojerkmagmean -0.992444606231884
16 6.LAYING 253.tbodygyrojerkmagmean -0.990839526285714
16 1.WALKING 253.tbodygyrojerkmagmean -0.671541834117647
16 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.590896636382979
16 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.737705162156863
17 5.STANDING 253.tbodygyrojerkmagmean -0.993672973717949
17 4.SITTING 253.tbodygyrojerkmagmean -0.996334795
17 6.LAYING 253.tbodygyrojerkmagmean -0.985542411126761
17 1.WALKING 253.tbodygyrojerkmagmean -0.517167440655738
17 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.540325787826087
17 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.637367490625
19 5.STANDING 253.tbodygyrojerkmagmean -0.985801637671233
19 4.SITTING 253.tbodygyrojerkmagmean -0.989450316575342
19 6.LAYING 253.tbodygyrojerkmagmean -0.985342497710843
19 1.WALKING 253.tbodygyrojerkmagmean -0.164699977592308
19 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean 0.0875816618205128
19 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.372790526575
21 5.STANDING 253.tbodygyrojerkmagmean -0.976857084157303
21 4.SITTING 253.tbodygyrojerkmagmean -0.990307349882353
21 6.LAYING 253.tbodygyrojerkmagmean -0.985915906888889
21 1.WALKING 253.tbodygyrojerkmagmean -0.426930725
21 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.452828682444444
21 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.577935642978723
22 5.STANDING 253.tbodygyrojerkmagmean -0.978603529206349
22 4.SITTING 253.tbodygyrojerkmagmean -0.98547603483871
22 6.LAYING 253.tbodygyrojerkmagmean -0.981716936388889
22 1.WALKING 253.tbodygyrojerkmagmean -0.461999528913043
22 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.459579670833333
22 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.568111869047619
23 5.STANDING 253.tbodygyrojerkmagmean -0.9763992525
23 4.SITTING 253.tbodygyrojerkmagmean -0.986514066029412
23 6.LAYING 253.tbodygyrojerkmagmean -0.984557478611111
23 1.WALKING 253.tbodygyrojerkmagmean 0.0115305410508475
23 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.0463117766203704
23 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.504367150588235
25 5.STANDING 253.tbodygyrojerkmagmean -0.985091991216216
25 4.SITTING 253.tbodygyrojerkmagmean -0.99286465
25 6.LAYING 253.tbodygyrojerkmagmean -0.969783262465753
25 1.WALKING 253.tbodygyrojerkmagmean -0.678466069054054
25 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.664713625172414
25 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.777106026615385
26 5.STANDING 253.tbodygyrojerkmagmean -0.98854482527027
26 4.SITTING 253.tbodygyrojerkmagmean -0.994466446282051
26 6.LAYING 253.tbodygyrojerkmagmean -0.99219798
26 1.WALKING 253.tbodygyrojerkmagmean -0.51239882559322
26 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.4187798104
26 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.648099850181818
27 5.STANDING 253.tbodygyrojerkmagmean -0.989532103875
27 4.SITTING 253.tbodygyrojerkmagmean -0.994034710714286
27 6.LAYING 253.tbodygyrojerkmagmean -0.994355043783784
27 1.WALKING 253.tbodygyrojerkmagmean -0.562587199473684
27 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.440546586136364
27 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.699895090784314
28 5.STANDING 253.tbodygyrojerkmagmean -0.959681019113924
28 4.SITTING 253.tbodygyrojerkmagmean -0.981213159305556
28 6.LAYING 253.tbodygyrojerkmagmean -0.978220270625
28 1.WALKING 253.tbodygyrojerkmagmean -0.546248758518519
28 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.340417305565217
28 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.620279797647059
29 5.STANDING 253.tbodygyrojerkmagmean -0.992144698923077
29 4.SITTING 253.tbodygyrojerkmagmean -0.995392308166667
29 6.LAYING 253.tbodygyrojerkmagmean -0.997322526811594
29 1.WALKING 253.tbodygyrojerkmagmean -0.506242118113208
29 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.539174456458333
29 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.617340803061225
30 5.STANDING 253.tbodygyrojerkmagmean -0.972995273898305
30 4.SITTING 253.tbodygyrojerkmagmean -0.993737388225806
30 6.LAYING 253.tbodygyrojerkmagmean -0.985086413428572
30 1.WALKING 253.tbodygyrojerkmagmean -0.472068729846154
30 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.574337006451613
30 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.718780256769231
2 5.STANDING 253.tbodygyrojerkmagmean -0.983951904259259
2 4.SITTING 253.tbodygyrojerkmagmean -0.991081493913044
2 6.LAYING 253.tbodygyrojerkmagmean -0.991767074166667
2 1.WALKING 253.tbodygyrojerkmagmean -0.547911950338983
2 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.410872671489362
2 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.572816438541667
4 5.STANDING 253.tbodygyrojerkmagmean -0.967614073928571
4 4.SITTING 253.tbodygyrojerkmagmean -0.9804904618
4 6.LAYING 253.tbodygyrojerkmagmean -0.985068502037037
4 1.WALKING 253.tbodygyrojerkmagmean -0.6813040365
4 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.592843014888889
4 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.686978374423077
9 5.STANDING 253.tbodygyrojerkmagmean -0.969824044222222
9 4.SITTING 253.tbodygyrojerkmagmean -0.9733641366
9 6.LAYING 253.tbodygyrojerkmagmean -0.964524819
9 1.WALKING 253.tbodygyrojerkmagmean -0.510253995769231
9 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.469028434047619
9 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.672840561836735
10 5.STANDING 253.tbodygyrojerkmagmean -0.971637661590909
10 4.SITTING 253.tbodygyrojerkmagmean -0.993707487592593
10 6.LAYING 253.tbodygyrojerkmagmean -0.970830848965517
10 1.WALKING 253.tbodygyrojerkmagmean -0.440363636603774
10 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.401854311315789
10 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.523462968510638
12 5.STANDING 253.tbodygyrojerkmagmean -0.969289973606557
12 4.SITTING 253.tbodygyrojerkmagmean -0.980392337647059
12 6.LAYING 253.tbodygyrojerkmagmean -0.971067768833333
12 1.WALKING 253.tbodygyrojerkmagmean -0.5174937754
12 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.442831079130435
12 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.674972132307692
13 5.STANDING 253.tbodygyrojerkmagmean -0.983637634912281
13 4.SITTING 253.tbodygyrojerkmagmean -0.992604304489796
13 6.LAYING 253.tbodygyrojerkmagmean -0.98544626483871
13 1.WALKING 253.tbodygyrojerkmagmean -0.303508210175439
13 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.323552439276596
13 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.631964902181818
18 5.STANDING 253.tbodygyrojerkmagmean -0.988685954931507
18 4.SITTING 253.tbodygyrojerkmagmean -0.994873439824561
18 6.LAYING 253.tbodygyrojerkmagmean -0.993095122615385
18 1.WALKING 253.tbodygyrojerkmagmean -0.636485896964286
18 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.701663073636364
18 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.781652689310345
20 5.STANDING 253.tbodygyrojerkmagmean -0.94793650109589
20 4.SITTING 253.tbodygyrojerkmagmean -0.983010276060606
20 6.LAYING 253.tbodygyrojerkmagmean -0.986749500882353
20 1.WALKING 253.tbodygyrojerkmagmean -0.194893253196078
20 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.268183423577778
20 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.37192841627451
24 5.STANDING 253.tbodygyrojerkmagmean -0.982387268985507
24 4.SITTING 253.tbodygyrojerkmagmean -0.991306424705882
24 6.LAYING 253.tbodygyrojerkmagmean -0.982780873888889
24 1.WALKING 253.tbodygyrojerkmagmean -0.507824745862069
24 3.WALKING_DOWNSTAIRS 253.tbodygyrojerkmagmean -0.497152238363636
24 2.WALKING_UPSTAIRS 253.tbodygyrojerkmagmean -0.658751629152542
1 5.STANDING 254.tbodygyrojerkmagstd -0.994733238679245
1 4.SITTING 254.tbodygyrojerkmagstd -0.988308728510638
1 6.LAYING 254.tbodygyrojerkmagstd -0.9358409828
1 1.WALKING 254.tbodygyrojerkmagstd -0.325324878894737
1 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.306510645530612
1 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.648553044339623
3 5.STANDING 254.tbodygyrojerkmagstd -0.957679766885246
3 4.SITTING 254.tbodygyrojerkmagstd -0.976772675961538
3 6.LAYING 254.tbodygyrojerkmagstd -0.983139255645161
3 1.WALKING 254.tbodygyrojerkmagstd -0.567371560862069
3 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.583919211020408
3 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.718028040338983
5 5.STANDING 254.tbodygyrojerkmagstd -0.947970723571429
5 4.SITTING 254.tbodygyrojerkmagstd -0.970392610454546
5 6.LAYING 254.tbodygyrojerkmagstd -0.98377138
5 1.WALKING 254.tbodygyrojerkmagstd -0.48919974625
5 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.450303212340425
5 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.557988065531915
6 5.STANDING 254.tbodygyrojerkmagstd -0.952536233859649
6 4.SITTING 254.tbodygyrojerkmagstd -0.950150571818182
6 6.LAYING 254.tbodygyrojerkmagstd -0.953157001578947
6 1.WALKING 254.tbodygyrojerkmagstd -0.364708342315789
6 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.111228416159583
6 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.440079851313726
7 5.STANDING 254.tbodygyrojerkmagstd -0.97210793
7 4.SITTING 254.tbodygyrojerkmagstd -0.976214430208333
7 6.LAYING 254.tbodygyrojerkmagstd -0.971205137884615
7 1.WALKING 254.tbodygyrojerkmagstd -0.0953401161070176
7 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.29477867693617
7 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.67642807254902
8 5.STANDING 254.tbodygyrojerkmagstd -0.982460332222222
8 4.SITTING 254.tbodygyrojerkmagstd -0.986756670869565
8 6.LAYING 254.tbodygyrojerkmagstd -0.969029111666667
8 1.WALKING 254.tbodygyrojerkmagstd -0.502957255416667
8 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.157484866842105
8 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.493975031707317
11 5.STANDING 254.tbodygyrojerkmagstd -0.992579166595745
11 4.SITTING 254.tbodygyrojerkmagstd -0.986256664716981
11 6.LAYING 254.tbodygyrojerkmagstd -0.984476476666667
11 1.WALKING 254.tbodygyrojerkmagstd -0.753671416101695
11 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.677750588478261
11 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.80112703962963
14 5.STANDING 254.tbodygyrojerkmagstd -0.966834217
14 4.SITTING 254.tbodygyrojerkmagstd -0.986963989814815
14 6.LAYING 254.tbodygyrojerkmagstd -0.964009921960784
14 1.WALKING 254.tbodygyrojerkmagstd -0.606103313898305
14 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.274744003577778
14 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.485819293703704
15 5.STANDING 254.tbodygyrojerkmagstd -0.98143282754717
15 4.SITTING 254.tbodygyrojerkmagstd -0.989720049491525
15 6.LAYING 254.tbodygyrojerkmagstd -0.973650041666667
15 1.WALKING 254.tbodygyrojerkmagstd -0.63778595537037
15 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.563640131190476
15 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.748954848541667
16 5.STANDING 254.tbodygyrojerkmagstd -0.990809427435898
16 4.SITTING 254.tbodygyrojerkmagstd -0.988261252608696
16 6.LAYING 254.tbodygyrojerkmagstd -0.988212425428571
16 1.WALKING 254.tbodygyrojerkmagstd -0.722808438431373
16 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.595822214468085
16 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.797293228431373
17 5.STANDING 254.tbodygyrojerkmagstd -0.992372117307692
17 4.SITTING 254.tbodygyrojerkmagstd -0.994446755625
17 6.LAYING 254.tbodygyrojerkmagstd -0.982038121126761
17 1.WALKING 254.tbodygyrojerkmagstd -0.53970849147541
17 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.592319490869565
17 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.68231162875
19 5.STANDING 254.tbodygyrojerkmagstd -0.983069427945205
19 4.SITTING 254.tbodygyrojerkmagstd -0.985831284657534
19 6.LAYING 254.tbodygyrojerkmagstd -0.980245510843374
19 1.WALKING 254.tbodygyrojerkmagstd -0.271487480103846
19 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.0438985022538462
19 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.50740029025
21 5.STANDING 254.tbodygyrojerkmagstd -0.976153687752809
21 4.SITTING 254.tbodygyrojerkmagstd -0.990302232705882
21 6.LAYING 254.tbodygyrojerkmagstd -0.982246471555556
21 1.WALKING 254.tbodygyrojerkmagstd -0.450369988846154
21 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.509130858444444
21 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.647723419148936
22 5.STANDING 254.tbodygyrojerkmagstd -0.966086148412698
22 4.SITTING 254.tbodygyrojerkmagstd -0.976503766290323
22 6.LAYING 254.tbodygyrojerkmagstd -0.974201690972222
22 1.WALKING 254.tbodygyrojerkmagstd -0.503106312391304
22 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.617659355833333
22 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.675633024285714
23 5.STANDING 254.tbodygyrojerkmagstd -0.972387365294118
23 4.SITTING 254.tbodygyrojerkmagstd -0.979226997941177
23 6.LAYING 254.tbodygyrojerkmagstd -0.981314831666667
23 1.WALKING 254.tbodygyrojerkmagstd 0.250173204117966
23 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd 0.0594908483888889
23 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.551275188627451
25 5.STANDING 254.tbodygyrojerkmagstd -0.983230809594595
25 4.SITTING 254.tbodygyrojerkmagstd -0.991766403076923
25 6.LAYING 254.tbodygyrojerkmagstd -0.96830952260274
25 1.WALKING 254.tbodygyrojerkmagstd -0.757032544864865
25 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.67960595137931
25 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.824883302769231
26 5.STANDING 254.tbodygyrojerkmagstd -0.984253792432432
26 4.SITTING 254.tbodygyrojerkmagstd -0.994033207051282
26 6.LAYING 254.tbodygyrojerkmagstd -0.989917354473684
26 1.WALKING 254.tbodygyrojerkmagstd -0.603468672372881
26 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.463140795
26 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.661829656545455
27 5.STANDING 254.tbodygyrojerkmagstd -0.988819784
27 4.SITTING 254.tbodygyrojerkmagstd -0.992112829571428
27 6.LAYING 254.tbodygyrojerkmagstd -0.993484313243243
27 1.WALKING 254.tbodygyrojerkmagstd -0.618718628596491
27 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.465807533547727
27 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.724671165490196
28 5.STANDING 254.tbodygyrojerkmagstd -0.956266480126582
28 4.SITTING 254.tbodygyrojerkmagstd -0.978441918333333
28 6.LAYING 254.tbodygyrojerkmagstd -0.96977327725
28 1.WALKING 254.tbodygyrojerkmagstd -0.579861194259259
28 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.407132335434783
28 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.670132120784314
29 5.STANDING 254.tbodygyrojerkmagstd -0.991453632153846
29 4.SITTING 254.tbodygyrojerkmagstd -0.994905344
29 6.LAYING 254.tbodygyrojerkmagstd -0.997666071594203
29 1.WALKING 254.tbodygyrojerkmagstd -0.612222937169811
29 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.59705704875
29 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.712846318367347
30 5.STANDING 254.tbodygyrojerkmagstd -0.955995671864407
30 4.SITTING 254.tbodygyrojerkmagstd -0.991280225
30 6.LAYING 254.tbodygyrojerkmagstd -0.976177142571429
30 1.WALKING 254.tbodygyrojerkmagstd -0.546977272307692
30 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.617662073548387
30 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.774439096769231
2 5.STANDING 254.tbodygyrojerkmagstd -0.977204427777778
2 4.SITTING 254.tbodygyrojerkmagstd -0.989594919565217
2 6.LAYING 254.tbodygyrojerkmagstd -0.989718095208333
2 1.WALKING 254.tbodygyrojerkmagstd -0.557798151355932
2 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.343187875404255
2 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.597291719166667
4 5.STANDING 254.tbodygyrojerkmagstd -0.964282784285714
4 4.SITTING 254.tbodygyrojerkmagstd -0.9758066902
4 6.LAYING 254.tbodygyrojerkmagstd -0.982698213703704
4 1.WALKING 254.tbodygyrojerkmagstd -0.7301463685
4 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.637079543555556
4 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.755270457692308
9 5.STANDING 254.tbodygyrojerkmagstd -0.965287050888889
9 4.SITTING 254.tbodygyrojerkmagstd -0.9663610734
9 6.LAYING 254.tbodygyrojerkmagstd -0.9528015598
9 1.WALKING 254.tbodygyrojerkmagstd -0.599866472692308
9 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.455855425238095
9 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.748651255510204
10 5.STANDING 254.tbodygyrojerkmagstd -0.964409410454546
10 4.SITTING 254.tbodygyrojerkmagstd -0.991696196481482
10 6.LAYING 254.tbodygyrojerkmagstd -0.959632931551724
10 1.WALKING 254.tbodygyrojerkmagstd -0.501027916603774
10 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.49410575631579
10 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.618272355319149
12 5.STANDING 254.tbodygyrojerkmagstd -0.961923171967213
12 4.SITTING 254.tbodygyrojerkmagstd -0.978260535882353
12 6.LAYING 254.tbodygyrojerkmagstd -0.962012018333333
12 1.WALKING 254.tbodygyrojerkmagstd -0.5488904506
12 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.452449935
12 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.713406712307692
13 5.STANDING 254.tbodygyrojerkmagstd -0.976197659649123
13 4.SITTING 254.tbodygyrojerkmagstd -0.991414934897959
13 6.LAYING 254.tbodygyrojerkmagstd -0.975113305645161
13 1.WALKING 254.tbodygyrojerkmagstd -0.322118379807018
13 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.27649151037234
13 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.669216383090909
18 5.STANDING 254.tbodygyrojerkmagstd -0.988519665753425
18 4.SITTING 254.tbodygyrojerkmagstd -0.994868913508772
18 6.LAYING 254.tbodygyrojerkmagstd -0.992153054
18 1.WALKING 254.tbodygyrojerkmagstd -0.726591779107143
18 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.744159518909091
18 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.835525127931034
20 5.STANDING 254.tbodygyrojerkmagstd -0.926328788356164
20 4.SITTING 254.tbodygyrojerkmagstd -0.97507615
20 6.LAYING 254.tbodygyrojerkmagstd -0.981079301617647
20 1.WALKING 254.tbodygyrojerkmagstd -0.149864146847059
20 3.WALKING_DOWNSTAIRS 254.tbodygyrojerkmagstd -0.275591880382222
20 2.WALKING_UPSTAIRS 254.tbodygyrojerkmagstd -0.455396068627451
24 5.STANDING 254.tbodygyrojerkmagstd -0.979995718695652
24 4.SITTING 254.tbodygyrojerkmagstd -0.990724530735294
